run_id,final_utility,total_runtime,num_facilities_selected
6,39.381112,22.272584,5
10,39.381112,22.290883,5
7,39.381112,22.306408,5
1,39.381112,22.522645,5
4,39.381112,22.523402,5
0,39.381112,22.612267,5
8,39.381112,22.676926,5
9,39.381112,22.711954,5
5,39.321691,22.744654,5
2,39.381112,22.856155,5
3,39.381112,23.132805,5
11,39.381112,23.303675,5
13,39.381112,21.216128,5
14,39.381112,21.370013,5
16,39.381112,21.367811,5
12,39.381112,21.740398,5
18,39.381112,21.444340,5
19,39.381112,21.972868,5
22,39.381112,21.634953,5
15,39.381112,22.247332,5
17,39.381112,22.246900,5
21,39.381112,22.005613,5
20,39.381112,22.203296,5
23,39.381112,22.281567,5
25,39.381112,21.453367,5
24,39.381112,22.015597,5
27,39.381112,21.617172,5
26,39.381112,21.820515,5
28,39.381112,22.217801,5
34,39.381112,21.450762,5
29,39.381112,21.748945,5
32,39.381112,21.789528,5
31,39.381112,21.965902,5
33,39.381112,21.904884,5
30,39.381112,22.289682,5
35,39.381112,21.552198,5
39,39.381112,10.697183,5
38,39.381112,10.791165,5
37,39.381112,10.899391,5
36,39.381112,11.327130,5
